Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,59,Adult services,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,148,Adult social care,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,134,Alternative education provision,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,44,Asylum and immigration,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,61,Carers,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,63,Children and family care,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,152,Children and young people social care,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,45,Commercial activities,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,46,Communications and publicity,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,62,Community centres and facilities,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,106,Community transport,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,47,Complaints and compliments,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,48,Consultations,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,114,Corporate management,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,138,Curriculum and policy,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,107,Cycling,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,49,Data protection and freedom of information,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,50,Democracy,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,115,Democratic services,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,146,Democratic services,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,25,Early years and childcare,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,23,Education and learning,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,26,Educational support,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,147,Elected members,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,149,Equipment and supporting services,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,139,Extra-curricular activities,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,118,Facilities,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,116,Finance,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,108,"Footpaths, byways and bridleways",Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,153,Fostering and adoption,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,35,Funerals and cremations,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,144,Goods and services,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,42,"Government, citizens and rights",Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,58,Health and social care,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,135,Health and welfare at school,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,150,Help and advice for adults,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,27,Higher education,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,109,Highway maintenance,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,171,Highways,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,172,Highways policy,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,119,Human resources,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,120,Information communication technology,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,52,Internal operation,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,117,Legal,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,76,Libraries,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,160,Library membership,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,154,Looked after children,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,53,Policy and performance,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,145,Procurement,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,65,Public health,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,136,Pupil development and support,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,161,Reference and research,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,151,Residential care and housing,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,112,Road safety,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,173,Road signs and markings,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,137,School admissions,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,162,School and special libraries,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,28,Schools,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,29,Special education needs,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,55,Statistics and census information,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,155,Support for children and young people,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,15,Trading standards,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,105,Transport and highways,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,113,Transport schemes,Function
39,County council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,22,Youth offending,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,1,Advice and benefits,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,2,Advice and welfare rights,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,83,Alcohol and entertainment,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,31,Animal welfare,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,84,Animals,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,73,Arts and entertainment,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,44,Asylum and immigration,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,3,Benefits,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,85,Building and construction,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,100,Building control,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,7,Business advice and support,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,6,Business and employment,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,8,Business grants,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,9,Business rates,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,163,Businesses,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,86,Businesses and markets,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,10,Careers and employment,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,122,Carer and disability benefits,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,96,Coastline,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,45,Commercial activities,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,11,Commercial property,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,140,Commercial waste,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,46,Communications and publicity,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,62,Community centres and facilities,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,126,Community grants,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,16,Community safety,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,106,Community transport,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,47,Complaints and compliments,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,32,Conservation and sustainability,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,48,Consultations,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,114,Corporate management,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,67,Council and community housing,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,33,Countryside and farming,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,107,Cycling,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,49,Data protection and freedom of information,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,121,Death and benefits,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,50,Democracy,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,115,Democratic services,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,146,Democratic services,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,101,Development control,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,127,Disabled facilities grants,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,147,Elected members,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,18,Emergencies,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,34,Environmental health,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,30,Environmental protection,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,74,Events and exhibitions,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,118,Facilities,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,123,Family benefits,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,116,Finance,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,131,Fire education and certification,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,19,Fire safety,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,89,Food,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,35,Funerals and cremations,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,90,Gambling and lottery,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,144,Goods and services,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,42,"Government, citizens and rights",Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,5,Grants and aid,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,128,Grants for children and young people,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,88,Hazardous materials,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,141,Hazardous waste,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,12,Health and safety,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,124,Heating and housing benefits,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,68,Homelessness and prevention,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,142,Household waste,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,66,Housing,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,69,Housing advice,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,156,Housing allocation,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,157,Housing finance,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,129,Housing grants,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,158,Housing policy,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,159,Housing services,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,119,Human resources,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,70,Improvements and repairs,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,132,Incident response,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,120,Information communication technology,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,97,Inland waterways,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,52,Internal operation,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,117,Legal,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,75,Leisure activities,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,72,Leisure and culture,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,82,"Licences, permits and permissions",Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,77,Local history and heritage,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,125,Low income benefits,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,95,Marine and waterway services,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,164,Markets,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,71,Multiple occupancy homes,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,78,Museums and galleries,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,21,Neighbourhood security,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,110,Parking,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,36,Parks and open spaces,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,165,Permissions and consents,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,99,Planning and building control,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,103,Planning policy,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,170,Planning services,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,53,Policy and performance,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,37,Pollution control,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,168,Port and harbour facilities,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,169,Port and harbour operations,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,98,Ports and harbours,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,145,Procurement,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,65,Public health,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,133,Public safety,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,111,Public transport,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,39,Recycling,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,13,Regeneration,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,79,Religion and culture,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,166,Roads and streets,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,80,Sports and sporting venues,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,55,Statistics and census information,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,40,Street care and cleaning,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,56,Taxation,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,167,Taxi and private hire,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,81,Tourism,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,91,Transport,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,105,Transport and highways,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,41,Utilites,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,57,Volunteering and voluntary organisations,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,93,Waste and pollution,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,38,Waste management,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,143,Waste policy,Function
38,District council,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,94,Water activities,Function
53,Fire and rescue authority,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,46,Communications and publicity,Function
53,Fire and rescue authority,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,47,Complaints and compliments,Function
53,Fire and rescue authority,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,48,Consultations,Function
53,Fire and rescue authority,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,114,Corporate management,Function
53,Fire and rescue authority,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,49,Data protection and freedom of information,Function
53,Fire and rescue authority,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,118,Facilities,Function
53,Fire and rescue authority,,2016-09-19,2016-09-19,,Organisation type,35,Local  and regional government,Local  and regional government,,performs,116,Finance,Function
