Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Level 1,Level 2,Mapping type,Mapped identifier,Mapped label,Mapped type
86,Health and safety at work,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,422,Health and safety training,Service
86,Health and safety at work,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,718,Occupational health services,Service
86,Health and safety at work,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,752,Work health and safety advice and training,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,785,Abnormal load notification,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,650,Accommodation certificates,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,681,Acupuncturist registration,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,379,Auction premises licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,374,Boarding animals licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,741,Boatman's licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,383,Building materials licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,743,Caravan site licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,48,Child performance licences,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1069,Children's certificate,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1296,Civil marriage and civil partnership venue licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1683,Club gaming permit,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1684,Club machine permit,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,646,Club premises certificate,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1355,"Consent for cellars, pavement lights and ventilators under street",Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,707,Cooling tower registration,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,376,Dangerous animals licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,377,Dog breeding licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1729,Dual drivers licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1692,Early morning restrictions orders,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,796,Explosives licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1681,Family entertainment centre gaming machine permits,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,617,Farmers markets,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,426,Firework safety advice,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,384,Fireworks sales licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,390,Food business registration,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1293,Food premises approval,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,845,Food safety advice,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,697,Fuel delivery and storage,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1134,Gambling premises licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1682,Gambling premises temporary use notices,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1357,Greyhound racing track licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,635,Hackney carriage (taxi) drivers licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,632,Hackney carriage (taxi) licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1655,Highway planting licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,744,Highway projection licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,898,Homes in multiple occupancy licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,648,House to house collection licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,391,Late night catering licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1348,Leaflet distribution consent,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1354,"Licence for bridges, buildings, beams and cables over or along highway",Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1687,Licensed premises gaming machine permit,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,782,Local markets,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,397,Lottery licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,679,Market event licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,616,Market stall rental,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,389,Massage and special treatment licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1294,Massage and special treatments therapist registration,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1717,Moveable dwelling site licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1077,Performing animals licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1048,Permission to film and photograph,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1049,Permission to host events,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,910,Personal alcohol and entertainment licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,375,Pet shop licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1329,Petrol vapour recovery regulation,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,810,Petroleum storage licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1335,Pig movement notification,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,739,Pleasure boat licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,380,Poisons licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,708,Pollution control - Part A(2) and Part B processes,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,860,Premises licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,634,Private hire drivers licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,636,Private hire operators licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,633,Private hire vehicle (minicab) licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1685,Prize gaming permit,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1038,Registering business premises,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,866,Registration - motor salvage operator,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1328,Regulation of dry cleaning premises,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,696,Riding establishment licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,382,Scaffolding and hoarding licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,378,Scrap metal site registration,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,682,Second hand goods licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1691,Selective area housing licences,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1690,Selective housing areas,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,740,Self drive boats licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,388,Sex establishment licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,706,Sheep and goat movement licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,695,Skip operator licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,521,Skip permits,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1330,Solvent emissions regulation,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,842,Sports grounds safety certificate,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1256,Sports stands safety certificate,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1160,Stage hypnotism licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,742,Street café licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,647,Street collection licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1580,Street parties permission,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,400,Street trading licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1295,Street works licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,678,Sunday trading notification,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,680,"Tattooist, piercing and electrolysis registration",Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1126,Taxi fare setting,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1071,Temporary event notice,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,844,Track betting licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1686,Track gambling premises occasional use notices,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1362,Verges - permitted use,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,387,Voluntary sector transport licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,318,Wedding venue licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,843,Weighbridge operator licence,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,1705,Workplace parking levy,Service
123,Licences and permits,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122,Business support,Business support,,is addressed by,699,Zoo licence,Service
90,Parking,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118; 122,Mobility; Business support,Business support,,is addressed by,478,Council car parks,Service
90,Parking,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118; 122,Mobility; Business support,Business support,,is addressed by,274,Disabled people - parking bays,Service
90,Parking,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118; 122,Mobility; Business support,Business support,,is addressed by,279,Disabled people - parking permits,Service
90,Parking,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118; 122,Mobility; Business support,Business support,,is addressed by,114,Estate parking,Service
90,Parking,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118; 122,Mobility; Business support,Business support,,is addressed by,1725,Lorry parking,Service
90,Parking,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118; 122,Mobility; Business support,Business support,,is addressed by,1112,Park and ride,Service
90,Parking,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118; 122,Mobility; Business support,Business support,,is addressed by,474,Parking permits,Service
90,Parking,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118; 122,Mobility; Business support,Business support,,is addressed by,473,Parking zones,Service
90,Parking,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118; 122,Mobility; Business support,Business support,,is addressed by,475,Pavement parking,Service
90,Parking,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118; 122,Mobility; Business support,Business support,,is addressed by,479,Private car parks,Service
90,Parking,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118; 122,Mobility; Business support,Business support,,is addressed by,471,Street parking enforcement,Service
90,Parking,,2017-01-04,2017-01-04,Added in April 2017 review,Need,118; 122,Mobility; Business support,Business support,,is addressed by,472,Vehicle clamping and removal,Service
89,Public transport,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122; 118; 108; 69,Business support; Mobility; Good living environment; Social inclusion,Business support,,is addressed by,1599,Bus lanes and routes,Service
89,Public transport,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122; 118; 108; 69,Business support; Mobility; Good living environment; Social inclusion,Business support,,is addressed by,637,Bus stops and shelters,Service
89,Public transport,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122; 118; 108; 69,Business support; Mobility; Good living environment; Social inclusion,Business support,,is addressed by,901,Demand responsive transport,Service
89,Public transport,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122; 118; 108; 69,Business support; Mobility; Good living environment; Social inclusion,Business support,,is addressed by,1715,Ferries,Service
89,Public transport,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122; 118; 108; 69,Business support; Mobility; Good living environment; Social inclusion,Business support,,is addressed by,902,Journey planning,Service
89,Public transport,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122; 118; 108; 69,Business support; Mobility; Good living environment; Social inclusion,Business support,,is addressed by,1112,Park and ride,Service
89,Public transport,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122; 118; 108; 69,Business support; Mobility; Good living environment; Social inclusion,Business support,,is addressed by,904,Planned transport service changes,Service
89,Public transport,,2017-01-04,2017-01-04,Added in April 2017 review,Need,122; 118; 108; 69,Business support; Mobility; Good living environment; Social inclusion,Business support,,is addressed by,903,Real time transport information,Service
